,X,...1,name,address,city,state,zip,Zip.Plus,Contact.First.Name,Contact.Last.Name,Contact.Title,Phone,Business.Description,Primary.NAICS,NAICS2,NAICS3,NAICS4,NAICS5,Business.Type,County,Employee,Annual.Sales,URL,Year.Established,address_new,url,type,latitude,longitude
83,83,95,Waves of Wilmington,601 S. College Rd,Wilmington,NC,28408,NA,David,Sokolofsky,COO,9107947901,Swimming Instruction,611620,813319,NA,NA,NA,Private,New Hanover,7,645000,gomotionapp.com/team/ncswow/page/home,2008,601 S. College Rd Wilmington NC 28408,https://www.gomotionapp.com/team/ncswow/page/home,lessons,34.22708599,-77.87921323
84,84,96,Wynfield Forest Swim Team,"11725 Verhoeff Dr,",Huntersville,NC,28078,5613,Mary,Sisson,Owner,7040001111,Swimming Instruction,611620,NA,NA,NA,NA,Private,Mecklenburg,2,101000,NA,2015,"11725 Verhoeff Dr, Huntersville NC 28078",,lessons,35.39104821,-80.84549461
85,85,12,Blue Dophins Aquatics,300 Aquatic Drive,Chapel Hill,NC,27514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bdaswimming.com,NA,300 Aquatic Drive Chapel Hill NC 27514,https://www.bdaswimming.com,lessons,35.95590775,-79.06402415
86,86,13,Blue Dophins Aquatics,1301 Morrisville Parkway,Morrisville,NC,27560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bdaswimming.com,NA,1301 Morrisville Parkway Morrisville NC 27560,https://www.bdaswimming.com,lessons,35.8106733,-78.83928227
87,87,23,British Swim Sch At Uptown,800 E Martin Luther King Blvd,Charlotte,NC,28202,2874,NA,NA,NA,7044403560,Swimming Instruction,611620,713940,NA,NA,NA,Private,Mecklenburg,32,1606000,britishswimschool.com,2024,800 E Martin Luther King Blvd Charlotte NC 28202,https://www.britishswimschool.com,lessons,35.21837624,-80.84015526
88,88,28,Carolina Amateur Swimming,Baker Sports Complex,Davidson,NC,28036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cvacswimming.org,NA,Baker Sports Complex Davidson NC 28036,https://www.cvacswimming.org,lessons,35.49914265,-80.84084169
89,89,30,Carolina Amateur Swimming,1921 W Gate City Blvd,Greensboro,NC,27403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cvacswimming.org,NA,1921 W Gate City Blvd Greensboro NC 27403,https://www.cvacswimming.org,lessons,36.059075,-79.82575434
90,90,31,Carolina Amateur Swimming,1031 Jim Barger Dr NE,Lenoir,NC,28645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cvacswimming.org,NA,1031 Jim Barger Dr NE Lenoir NC 28645,https://www.cvacswimming.org,lessons,35.9384978,-81.5216716
91,91,43,Chloe's Swim School,101 Redwood Park Dr,Morrisville,NC,27560,NA,NA,NA,NA,9199092373,Swimming Instruction,611620,NA,NA,NA,NA,Private,Wake,2,129000,breckenridge-club.edan.io,2019,101 Redwood Park Dr Morrisville NC 27560,https://www.breckenridge-club.edan.io,lessons,35.83932951,-78.86454938
92,92,45,Devereaux Devil Rays Swim Team,500 Walmsley Ct,Cary,NC,27519,5839,Cheryl,Wehrle,Manager,9190001111,Swimming Instruction,611620,NA,NA,NA,NA,Private,Wake,2,129000,devereauxdevilrays.swimtopia.com,2019,500 Walmsley Ct Cary NC 27519,https://www.devereauxdevilrays.swimtopia.com,lessons,35.77003202,-78.86163783
93,93,55,Holly Glen Swim Team,201 Hollymont Drive,Holly Springs,NC,27540,7364,Devon,Semler,Manager,9190001111,Swimming Instruction,611620,NA,NA,NA,NA,Private,Wake,2,129000,hollyglenhammerheads.com,2017,201 Hollymont Drive Holly Springs NC 27540,https://www.hollyglenhammerheads.com,lessons,35.63505418,-78.86784599
94,94,69,Marlins of Raleigh Team,2611 Cates Ave,Raleigh,NA,27695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gomotionapp.com/team/ncmrwa/page/pools,NA,2611 Cates Ave Raleigh NA 27695,https://www.gomotionapp.com/team/ncmrwa/page/pools,lessons,35.78500415,-78.67526145
95,95,83,Sea Devils Swim Team,750 Bess St,Wilmington,NC,28401,NA,Sally,Wyatt,Manager,9108335455,Swimming Instruction,611620,813319,NA,NA,NA,Private,New Hanover,17,1933000,nseaswim.com,2021,750 Bess St Wilmington NC 28401,https://www.nseaswim.com,lessons,34.25189045,-77.94187502
96,96,84,Nsea Swim,750 Bess St,Wilmington,NC,28401,NA,Sally,Wyatt,Manager,9108335455,Swimming Instruction,611620,813319,NA,NA,NA,Private,New Hanover,17,1933000,nseaswim.com,2021,750 Bess St Wilmington NC 28401,https://www.nseaswim.com,lessons,34.25189045,-77.94187502
